reads/control_ms8_a2 mantel elevation 0.509694867409011 1e-04
reads/control_ms8_a2 mantel spatial 0.502012352201487 1e-04
reads/control_ms8_a2 adp alpha.1 -4.38425925925926 0.1
reads/control_ms8_a2 adp alpha.2 186.196581196581 0.1
reads/control_ms8_a2 adp gamma 234.722222222222 0.1
reads/control_ms8_a2 adp beta.1 190.58084045584 0.1
reads/control_ms8_a2 adp beta.2 48.5256410256411 0.1
reads/control_ms8_a2 glm (Intercept) 3.89714749521741 1.39748965258521e-109
reads/control_ms8_a2 glm scalealt 0.0559835158578632 0.745044254087691
reads/denoise_ms10_a11 mantel elevation 0.555297600975906 1e-04
reads/denoise_ms10_a11 mantel spatial 0.494738915115774 1e-04
reads/denoise_ms10_a11 adp alpha.1 -6.46369636963696 0.1
reads/denoise_ms10_a11 adp alpha.2 211.316239316239 0.1
reads/denoise_ms10_a11 adp gamma 247.611111111111 0.1
reads/denoise_ms10_a11 adp beta.1 217.779935685876 0.1
reads/denoise_ms10_a11 adp beta.2 36.2948717948718 0.1
reads/denoise_ms10_a11 glm (Intercept) 4.11749277424039 1.25769146175155e-125
reads/denoise_ms10_a11 glm scalealt 0.0803477534973588 0.638022957785562
reads/denoise_ms10_a1 mantel elevation 0.470367529737673 1e-04
reads/denoise_ms10_a1 mantel spatial 0.479359024539394 1e-04
reads/denoise_ms10_a1 adp alpha.1 -3.93148644623176 0.1
reads/denoise_ms10_a1 adp alpha.2 167.675213675214 0.1
reads/denoise_ms10_a1 adp gamma 215.361111111111 0.1
reads/denoise_ms10_a1 adp beta.1 171.606700121445 0.1
reads/denoise_ms10_a1 adp beta.2 47.6858974358975 0.1
reads/denoise_ms10_a1 glm (Intercept) 3.78398980670166 7.13220247620843e-106
reads/denoise_ms10_a1 glm scalealt 0.0550213338164355 0.744473609067214
reads/denoise_ms10_a2 mantel elevation 0.498047045023182 1e-04
reads/denoise_ms10_a2 mantel spatial 0.508837341394499 1e-04
reads/denoise_ms10_a2 adp alpha.1 -4.23316062176166 0.1
reads/denoise_ms10_a2 adp alpha.2 181.153846153846 0.1
reads/denoise_ms10_a2 adp gamma 223.694444444444 0.1
reads/denoise_ms10_a2 adp beta.1 185.387006775608 0.1
reads/denoise_ms10_a2 adp beta.2 42.5405982905983 0.1
reads/denoise_ms10_a2 glm (Intercept) 3.86506252225559 4.95876492242165e-102
reads/denoise_ms10_a2 glm scalealt 0.0538094319501225 0.760956288244178
reads/denoise_ms10_a3 mantel elevation 0.516275031273513 1e-04
reads/denoise_ms10_a3 mantel spatial 0.484355057008426 1e-04
reads/denoise_ms10_a3 adp alpha.1 -4.97200799771494 0.1
reads/denoise_ms10_a3 adp alpha.2 183.435897435897 0.1
reads/denoise_ms10_a3 adp gamma 226.527777777778 0.1
reads/denoise_ms10_a3 adp beta.1 188.407905433612 0.1
reads/denoise_ms10_a3 adp beta.2 43.0918803418804 0.1
reads/denoise_ms10_a3 glm (Intercept) 3.92642506540936 1.63147146220507e-115
reads/denoise_ms10_a3 glm scalealt 0.066196256988154 0.694559804635551
reads/denoise_ms10_a5 mantel elevation 0.53122937739342 1e-04
reads/denoise_ms10_a5 mantel spatial 0.488537030081797 1e-04
reads/denoise_ms10_a5 adp alpha.1 -5.19859353023909 0.1
reads/denoise_ms10_a5 adp alpha.2 189.641025641026 0.1
reads/denoise_ms10_a5 adp gamma 231.888888888889 0.1
